time_ms,rpm,tps,oil_pressure,temperature,turbo_pressure
145068,6408,50,4.464,89.97,0.278
145080,6425,5,4.586,89.77,-0.561
145092,6450,7,4.573,89.92,-0.406
145104,6270,0,4.462,89.72,-0.535
145116,6312,12,4.547,89.87,-0.472
145128,6132,0,4.401,89.67,-0.469
145140,6167,10,4.462,89.82,-0.593
145152,6177,3,4.490,89.97,-0.418
145164,6198,6,4.392,89.77,-0.435
145176,6018,0,4.337,89.92,-0.406
145188,5838,0,4.209,89.72,-0.484
145200,6139,86,4.436,89.87,-0.128
145212,6266,76,4.424,89.67,0.246
145224,6086,0,4.410,89.82,-0.485
145236,5906,0,4.339,89.97,-0.458
145248,5726,0,4.063,89.77,-0.598
145260,5768,12,4.149,89.92,-0.550
145272,5820,15,4.262,89.72,-0.411
145284,5827,2,4.168,89.87,-0.485
145296,5950,35,4.272,89.67,-0.137
145308,5985,10,4.300,89.82,-0.481
145320,6030,13,4.353,89.97,-0.468
145332,5850,0,4.219,89.77,-0.490
145344,5670,0,4.078,89.92,-0.443
145356,5490,0,4.031,89.72,-0.463
145368,5310,0,3.950,89.87,-0.512
145380,5503,55,4.050,89.67,-0.138
145392,5323,0,3.855,89.82,-0.437
145404,5641,91,4.002,89.97,-0.069
145416,5461,0,4.042,89.77,-0.466
145428,5580,34,4.162,89.92,-0.075
145440,5400,0,3.905,89.72,-0.536
145452,5456,16,4.011,89.87,-0.539
145464,5276,0,3.884,89.67,-0.585
145476,5096,0,3.838,89.82,-0.410
145488,4916,0,3.699,89.97,-0.400
145500,4983,19,3.797,89.77,-0.445
145512,4803,0,3.661,89.92,-0.559
145524,4915,32,3.743,89.72,-0.186
145536,5008,72,3.714,89.87,0.169
145548,5122,44,3.860,89.67,0.379
145560,5617,96,4.046,89.82,0.719
145572,5437,0,3.998,89.97,-0.563
145584,5689,72,4.155,89.77,-0.214
145596,5737,38,4.160,89.92,0.174
145608,5925,50,4.220,89.72,0.557
145620,5745,0,4.204,89.87,-0.429
145632,5871,36,4.246,89.67,-0.036
145644,5924,15,4.312,89.82,-0.556
145656,5959,10,4.322,89.97,-0.402
145668,6011,15,4.380,89.77,-0.479
145680,5831,0,4.183,89.92,-0.470
145692,5651,0,4.148,89.72,-0.582
145704,5921,77,4.266,89.87,-0.223
145716,5741,0,4.210,89.67,-0.455
145728,5561,0,4.060,89.82,-0.518
145740,5571,3,4.132,89.97,-0.555
145752,5848,79,4.252,89.77,-0.186
145764,5898,41,4.300,89.92,0.184
145776,6162,69,4.334,89.72,0.559
145788,5982,0,4.378,89.87,-0.497
145800,6217,67,4.441,89.67,-0.100
145812,6252,10,4.451,89.82,-0.521
145824,6072,0,4.375,89.97,-0.589
145836,6107,10,4.334,89.77,-0.593
145848,6163,16,4.443,89.92,-0.573
145860,6467,87,4.511,89.72,-0.207
145872,6569,86,4.709,89.87,0.177
145884,6724,41,4.733,89.67,0.544
145896,7200,97,4.940,89.82,0.934
145908,7020,0,4.892,89.97,-0.536
145920,6840,0,4.789,89.77,-0.433
145932,6847,2,4.815,89.92,-0.571
145944,6885,11,4.921,89.72,-0.445
145956,6892,2,4.845,89.87,-0.407
145968,6906,4,4.852,89.67,-0.564
145980,6917,3,4.905,89.82,-0.551
145992,7085,48,4.962,89.97,-0.169
146004,7113,8,5.000,89.77,-0.583
146016,7200,80,4.987,89.92,-0.212
146028,7200,14,5.000,89.72,-0.606
146040,7020,0,4.837,89.87,-0.492
146052,7142,35,5.000,89.67,-0.142
146064,7167,7,4.968,89.82,-0.506
146076,7200,10,5.000,89.97,-0.416
146088,7200,40,4.944,89.77,-0.052
146100,7200,12,5.000,89.92,-0.517
146112,7200,39,4.986,89.72,-0.172
146124,7200,19,4.927,89.87,-0.596
146136,7200,61,5.000,89.67,-0.228
146148,7200,74,4.988,89.82,0.124
146160,7200,6,5.000,89.97,-0.550
146172,7200,3,5.000,89.77,-0.539
146184,7200,7,4.925,89.92,-0.446
146196,7200,16,4.963,89.72,-0.429
146208,7020,0,4.886,89.87,-0.397
146220,6840,0,4.909,89.67,-0.407
146232,6660,0,4.638,89.82,-0.574
146244,6996,96,4.849,89.97,-0.201
146256,7017,6,4.962,89.77,-0.484
146268,6837,0,4.838,89.92,-0.582
146280,6879,12,4.911,89.72,-0.556
146292,7200,94,4.954,89.87,-0.178
146304,7020,0,4.895,89.67,-0.576
146316,7198,51,5.000,89.82,-0.201
146328,7200,14,4.923,89.97,-0.552
146340,7020,0,4.908,89.77,-0.488
146352,6840,0,4.691,89.92,-0.464
146364,6660,0,4.685,89.72,-0.571
146376,6677,5,4.669,89.87,-0.491
146388,6497,0,4.692,89.67,-0.398
146400,6805,88,4.739,89.82,-0.042
146412,6819,4,4.853,89.97,-0.435
146424,6639,0,4.636,89.77,-0.467
146436,6695,16,4.773,89.92,-0.581
146448,6515,0,4.645,89.72,-0.507
146460,6335,0,4.503,89.87,-0.431
146472,6346,3,4.512,89.67,-0.494
146484,6166,0,4.475,89.82,-0.461
146496,6169,1,4.521,89.97,-0.505
146508,6229,17,4.558,89.77,-0.424
146520,6369,40,4.583,89.92,-0.066
146532,6189,0,4.346,89.72,-0.480
146544,6234,13,4.499,89.87,-0.574
146556,6287,15,4.544,89.67,-0.429
146568,6329,12,4.527,89.82,-0.585
146580,6353,7,4.520,89.97,-0.545
146592,6173,0,4.403,89.77,-0.598
146604,6376,58,4.544,89.92,-0.208
146616,6429,15,4.547,89.72,-0.571
146628,6593,47,4.727,89.87,-0.234
146640,6611,5,4.703,89.67,-0.567
146652,6726,33,4.671,89.82,-0.186
146664,6786,17,4.726,89.97,-0.521
146676,6606,0,4.648,89.77,-0.568
146688,6760,44,4.779,89.92,-0.184
146700,6811,43,4.906,89.72,0.145
146712,6814,1,4.802,89.87,-0.518
146724,6634,0,4.652,89.67,-0.542
146736,6673,11,4.692,89.82,-0.554
146748,6493,0,4.624,89.97,-0.582
146760,6313,0,4.562,89.77,-0.512
146772,6133,0,4.433,89.92,-0.424
146784,5953,0,4.255,89.72,-0.574
146796,5773,0,4.207,89.87,-0.579
146808,5888,33,4.276,89.67,-0.208
146820,5923,10,4.359,89.82,-0.493
146832,5743,0,4.213,89.97,-0.403
146844,5806,18,4.152,89.77,-0.455
146856,5817,3,4.322,89.92,-0.448
146868,5637,0,4.130,89.72,-0.569
146880,5457,0,4.141,89.87,-0.415
146892,5277,0,3.942,89.67,-0.601
146904,5322,13,3.885,89.82,-0.423
146916,5142,0,3.769,89.97,-0.393
146928,5160,5,3.820,89.77,-0.533
146940,5317,45,4.045,89.92,-0.155
146952,5377,17,3.984,89.72,-0.466
146964,5443,19,4.023,89.87,-0.467
146976,5263,0,3.911,89.67,-0.612
146988,5083,0,3.857,89.82,-0.446
147000,5129,13,3.855,89.97,-0.410
147012,5279,43,3.930,89.77,-0.041
147024,5099,0,3.898,89.92,-0.478
147036,4919,0,3.738,89.72,-0.412
147048,4739,0,3.668,89.87,-0.539
147060,4559,0,3.629,89.67,-0.569
147072,4717,45,3.659,89.82,-0.166
147084,4537,0,3.502,89.97,-0.552
147096,4589,15,3.404,89.77,-0.550
147108,4754,47,3.582,89.92,-0.172
147120,4574,0,3.500,89.72,-0.475
147132,4394,0,3.390,89.72,-0.459
147144,4698,87,3.657,89.87,-0.081
147156,4719,6,3.691,89.67,-0.530
147168,4978,74,3.758,89.82,-0.152
147180,5013,10,3.941,89.97,-0.467
147192,5041,8,3.829,89.77,-0.497
147204,5206,47,3.956,89.92,-0.140
147216,5026,0,3.802,89.72,-0.435
147228,4846,0,3.687,89.87,-0.483
147240,4856,3,3.679,89.67,-0.415
147252,4676,0,3.620,89.82,-0.534
147264,4848,49,3.688,89.97,-0.182
147276,4668,0,3.520,89.77,-0.489
147288,4731,18,3.557,89.92,-0.582
147300,4551,0,3.480,89.72,-0.518
147312,4610,17,3.596,89.87,-0.399
147324,4430,0,3.536,89.87,-0.484
147336,4451,6,3.573,89.87,-0.403
147348,4507,16,3.478,89.67,-0.568
147360,4556,14,3.622,89.82,-0.563
147372,4581,7,3.491,89.97,-0.417
147384,4630,14,3.566,89.77,-0.482
147396,4878,71,3.747,89.92,-0.114
147408,4698,0,3.605,89.72,-0.440
147420,4518,0,3.486,89.87,-0.522
147432,4536,5,3.459,89.67,-0.455
147444,4861,93,3.758,89.82,-0.093
147456,4914,31,3.673,89.97,0.248
147468,4928,4,3.754,89.77,-0.599
147480,5271,98,3.968,89.92,-0.222
147492,5091,0,3.848,89.72,-0.522
147504,5361,77,3.886,89.87,-0.141
147516,5368,2,4.010,89.67,-0.548
147528,5704,96,4.119,89.82,-0.188
147540,5524,0,4.031,89.97,-0.435
147552,5538,4,4.101,89.77,-0.465
147564,5559,6,4.058,89.92,-0.510
147576,5618,17,4.171,89.72,-0.509
147588,5674,16,4.117,89.87,-0.462
147600,5940,76,4.282,89.67,-0.082
147612,5760,0,4.169,89.82,-0.457
147624,5580,0,4.157,89.97,-0.463
147636,5400,0,3.967,89.77,-0.471
147648,5435,10,3.989,89.92,-0.565
147660,5460,7,4.027,89.72,-0.534
147672,5565,30,4.154,89.87,-0.175
147684,5690,87,4.172,89.67,0.189
147696,5725,10,4.176,89.82,-0.558
147708,5788,18,4.273,89.97,-0.530
147720,5924,39,4.300,89.77,-0.172
147732,5952,8,4.310,89.92,-0.454
147744,5970,5,4.295,89.72,-0.455
147756,5790,0,4.232,89.87,-0.554
147768,5797,2,4.256,89.67,-0.588
147780,5617,0,4.145,89.82,-0.547
147792,5669,15,4.154,89.97,-0.523
147804,5489,0,4.160,89.77,-0.549
147816,5556,19,4.091,89.92,-0.555
147828,5797,69,4.262,89.72,-0.197
147840,5617,0,4.047,89.87,-0.567
147852,5901,81,4.299,89.67,-0.179
147864,5967,19,4.288,89.82,-0.423
147876,6034,19,4.295,89.97,-0.478
147888,6086,15,4.402,89.77,-0.462
147900,5906,0,4.280,89.92,-0.582
147912,5726,0,4.172,89.72,-0.405
147924,5936,60,4.283,89.87,-0.030
147936,5971,10,4.271,89.67,-0.568
147948,5996,7,4.305,89.82,-0.488
147960,5816,0,4.216,89.97,-0.396
147972,6057,69,4.336,89.77,-0.011
147984,5877,0,4.280,89.92,-0.519
147996,5697,0,4.173,89.72,-0.518
148008,5736,11,4.204,89.87,-0.537
148020,5556,0,4.087,89.67,-0.453
148032,5376,0,4.047,89.82,-0.591
148044,5621,70,4.052,89.97,-0.228
148056,5441,0,3.984,89.77,-0.526
148068,5483,12,4.079,89.92,-0.497
148080,5490,2,4.120,89.72,-0.522
148092,5654,47,4.144,89.87,-0.167
148104,5474,0,3.996,89.67,-0.477
148116,5807,95,4.196,89.82,-0.112
148128,5817,3,4.184,89.97,-0.577
148140,5637,0,4.178,89.77,-0.487
148152,5700,18,4.196,89.92,-0.470
148164,5875,50,4.232,89.72,-0.088
148176,5695,0,4.168,89.87,-0.574
148188,5515,0,3.983,89.67,-0.413
148200,5739,64,4.106,89.82,-0.039
148212,5559,0,4.106,89.97,-0.572
148224,5379,0,4.058,89.77,-0.528
148236,5199,0,3.909,89.92,-0.524
148248,5019,0,3.848,89.72,-0.463
148260,5037,5,3.747,89.87,-0.495
148272,4857,0,3.652,89.67,-0.481
148284,4677,0,3.493,89.82,-0.452
148296,4497,0,3.437,89.82,-0.515
148308,4317,0,3.345,89.82,-0.599
148320,4369,15,3.481,89.82,-0.416
148332,4495,36,3.527,89.82,-0.057
148344,4618,56,3.614,89.97,0.325
148356,5055,94,3.872,89.77,0.659
148368,4875,0,3.741,89.92,-0.543
148380,4695,0,3.574,89.72,-0.486
148392,4515,0,3.578,89.87,-0.583
148404,4638,35,3.652,89.67,-0.197
148416,4645,2,3.472,89.82,-0.432
148428,4673,8,3.502,89.97,-0.584
148440,4739,19,3.522,89.77,-0.457
148452,4788,14,3.671,89.92,-0.455
148464,4608,0,3.652,89.72,-0.387
148476,4671,18,3.662,89.87,-0.401
148488,4927,73,3.802,89.67,-0.048
148500,4747,0,3.736,89.82,-0.475
148512,4754,2,3.599,89.97,-0.490
148524,5027,78,3.823,89.77,-0.103
148536,4847,0,3.728,89.92,-0.563
148548,4667,0,3.601,89.72,-0.539
148560,4487,0,3.442,89.72,-0.483
148572,4529,12,3.439,89.87,-0.569
148584,4592,18,3.558,89.67,-0.596
148596,4851,74,3.708,89.82,-0.229
148608,4671,0,3.613,89.97,-0.574
148620,4909,68,3.694,89.77,-0.222
148632,4989,69,3.772,89.92,0.163
148644,5031,12,3.792,89.72,-0.449
148656,4851,0,3.738,89.87,-0.414
148668,5177,93,3.933,89.67,-0.048
148680,5180,1,3.840,89.82,-0.605
148692,5000,0,3.783,89.97,-0.458
148704,5025,7,3.735,89.77,-0.505
148716,5088,18,3.813,89.92,-0.498
148728,4908,0,3.626,89.72,-0.563
148740,4728,0,3.605,89.87,-0.409
148752,4777,14,3.669,89.67,-0.401
148764,4980,58,3.730,89.82,-0.041
148776,4997,5,3.717,89.97,-0.428
148788,4817,0,3.612,89.77,-0.498
148800,4637,0,3.579,89.92,-0.460
148812,4457,0,3.494,89.92,-0.545
148824,4277,0,3.365,89.92,-0.524
148836,4477,57,3.428,89.92,-0.138
148848,4519,12,3.560,89.72,-0.573
148860,4809,83,3.585,89.87,-0.212
148872,4841,9,3.700,89.67,-0.514
148884,4661,0,3.600,89.82,-0.520
148896,4481,0,3.446,89.82,-0.467
148908,4301,0,3.370,89.82,-0.541
148920,4308,2,3.325,89.82,-0.410
148932,4128,0,3.285,89.82,-0.397
148944,4450,92,3.445,89.82,-0.030
148956,4460,3,3.497,89.82,-0.511
148968,4478,5,3.516,89.82,-0.553
148980,4534,16,3.597,89.97,-0.518
148992,4354,0,3.371,89.97,-0.538
149004,4174,0,3.405,89.97,-0.568
149016,4286,32,3.464,89.97,-0.212
149028,4367,69,3.440,89.97,0.171
149040,4187,0,3.301,89.97,-0.476
149052,4197,3,3.367,89.97,-0.596
149064,4365,48,3.473,89.97,-0.207
149076,4185,0,3.355,89.97,-0.449
149088,4241,16,3.379,89.97,-0.572
149100,4280,11,3.370,89.97,-0.540
149112,4290,3,3.403,89.97,-0.556
149124,4110,0,3.314,89.97,-0.464
149136,4163,15,3.292,89.97,-0.485
149148,3983,0,3.272,89.97,-0.496
149160,3803,0,3.054,89.97,-0.430
149172,3852,14,3.285,89.97,-0.586
149184,3862,3,3.216,89.97,-0.478
149196,4156,84,3.293,89.97,-0.120
149208,3976,0,3.115,89.97,-0.591
149220,4004,8,3.268,89.97,-0.483
149232,4011,2,3.230,89.97,-0.474
149244,4015,1,3.228,89.97,-0.535
149256,4158,41,3.326,89.97,-0.149
149268,4211,15,3.376,89.97,-0.547
149280,4256,13,3.382,89.97,-0.467
149292,4076,0,3.275,89.97,-0.387
149304,4307,66,3.300,89.97,-0.042
149316,4325,5,3.455,89.97,-0.511
149328,4328,1,3.427,89.97,-0.484
149340,4148,0,3.298,89.97,-0.448
149352,4152,1,3.303,89.97,-0.471
149364,3972,0,3.227,89.97,-0.542
149376,4077,30,3.179,89.97,-0.168
149388,4119,12,3.378,89.97,-0.411
149400,3939,0,3.227,89.97,-0.601
149412,3759,0,3.075,89.97,-0.468
149424,3762,1,3.086,89.97,-0.480
149436,3582,0,3.012,89.97,-0.522
149448,3402,0,2.897,89.97,-0.511
149460,3602,57,3.099,89.97,-0.162
149472,3737,85,3.062,89.97,0.216
149484,3557,0,2.982,89.97,-0.451
149496,3377,0,2.800,89.97,-0.482
149508,3197,0,2.792,89.97,-0.429
149520,3017,0,2.736,89.97,-0.544
149532,2837,0,2.567,89.97,-0.562
149544,2882,13,2.697,89.97,-0.424
149556,2702,0,2.563,89.97,-0.436
149568,2758,16,2.556,89.97,-0.415
149580,2807,14,2.531,89.97,-0.603
149592,2627,0,2.503,89.97,-0.552
149604,2680,15,2.504,89.97,-0.460
149616,2687,2,2.560,89.97,-0.539
149628,2507,0,2.365,89.97,-0.443
149640,2517,3,2.379,89.97,-0.586
149652,2337,0,2.319,89.97,-0.602
149664,2393,16,2.283,89.97,-0.476
149676,2432,11,2.342,89.97,-0.562
149688,2596,47,2.363,89.97,-0.578
149700,2663,19,2.546,89.97,-0.542
149712,2712,14,2.582,89.97,-0.462
149724,2532,0,2.371,89.97,-0.409
149736,2854,92,2.575,89.97,-0.059
149748,2882,8,2.640,89.97,-0.511
149760,3123,69,2.711,89.97,-0.158
149772,3137,4,2.671,89.97,-0.544
149784,3183,13,2.782,89.97,-0.544
149796,3197,4,2.729,89.97,-0.433
149808,3232,10,2.814,89.97,-0.486
149820,3052,0,2.664,89.97,-0.523
149832,3293,69,2.857,89.97,-0.152
149844,3331,45,2.731,89.97,0.124
149856,3394,18,2.818,89.97,-0.466
149868,3457,18,2.884,89.97,-0.451
149880,3488,9,2.949,89.97,-0.434
149892,3555,19,2.961,89.97,-0.512
149904,3590,10,2.958,89.97,-0.564
149916,3410,0,2.815,89.97,-0.546
149928,3560,43,2.926,89.97,-0.180
149940,3380,0,2.815,89.97,-0.527
149952,3422,12,2.938,89.97,-0.482
149964,3478,16,2.915,89.97,-0.446
149976,3482,1,2.940,89.97,-0.486
149988,3737,73,3.100,89.97,-0.126
150000,3557,0,3.063,89.97,-0.426
150012,3893,96,3.151,89.97,-0.076
150024,4055,76,3.362,89.97,0.301
150036,4066,3,3.220,89.97,-0.482
150048,3886,0,3.175,89.97,-0.586
150060,3706,0,3.047,89.97,-0.446
150072,3526,0,3.000,89.97,-0.429
150084,3550,7,2.952,89.97,-0.468
150096,3370,0,2.869,89.97,-0.557
150108,3437,19,2.926,89.97,-0.402
150120,3468,9,2.908,89.97,-0.401
150132,3640,49,2.990,89.97,-0.052
150144,3460,0,2.890,89.97,-0.594
150156,3280,0,2.781,89.97,-0.441
150168,3311,9,2.838,89.97,-0.602
150180,3633,92,2.953,89.97,-0.223
150192,3672,11,2.993,89.97,-0.477
150204,3492,0,2.974,89.97,-0.569
150216,3312,0,2.817,89.97,-0.467
150228,3326,4,2.772,89.97,-0.567
150240,3564,68,2.985,89.97,-0.211
150252,3637,67,3.165,89.97,0.169
150264,3641,1,2.956,89.97,-0.519
150276,3774,38,3.100,89.97,-0.158
150288,3594,0,2.878,89.97,-0.456
150300,3632,11,2.974,89.97,-0.561
150312,3452,0,2.908,89.97,-0.404
150324,3645,55,3.045,89.97,-0.028
150336,3838,85,3.102,89.97,0.327
150348,3893,42,3.142,89.97,0.202
150360,3945,15,3.232,89.97,-0.400
150372,3973,8,3.182,89.97,-0.458
150384,3793,0,3.057,89.97,-0.523
150396,3853,17,3.161,89.97,-0.510
150408,3673,0,3.110,89.97,-0.437
150420,3493,0,2.927,89.97,-0.487
150432,3528,10,2.954,89.97,-0.496
150444,3348,0,2.852,89.97,-0.459
150456,3168,0,2.813,89.97,-0.457
150468,3210,12,2.726,89.97,-0.556
150480,3217,2,2.757,89.97,-0.564
150492,3434,62,2.912,89.97,-0.177
150504,3448,4,2.814,89.97,-0.425
150516,3514,19,2.897,89.97,-0.425
150528,3581,19,3.110,89.97,-0.424
150540,3742,46,3.078,89.97,-0.050
150552,3562,0,3.004,89.97,-0.405
150564,3590,8,3.015,89.97,-0.447
150576,3410,0,2.884,89.97,-0.581
150588,3623,61,2.990,89.97,-0.212
150600,3669,13,3.088,89.97,-0.580
150612,3851,52,3.164,89.97,-0.219
150624,3861,3,3.127,89.97,-0.528
150636,3872,3,3.169,89.97,-0.502
150648,4096,64,3.252,89.97,-0.114
150660,3916,0,3.123,89.97,-0.496
150672,4136,63,3.286,89.97,-0.124
150684,4203,19,3.326,89.97,-0.553
150696,4252,14,3.452,89.97,-0.579
150708,4318,19,3.423,89.97,-0.441
150720,4336,5,3.357,89.97,-0.463
150732,4367,9,3.413,89.97,-0.461
150744,4392,7,3.456,89.97,-0.430
150756,4212,0,3.437,89.97,-0.545
150768,4474,75,3.536,89.97,-0.196
150780,4521,40,3.547,89.77,0.164
150792,4341,0,3.310,89.77,-0.535
150804,4161,0,3.309,89.77,-0.485
150816,4266,30,3.354,89.77,-0.115
150828,4329,18,3.420,89.77,-0.560
150840,4644,90,3.557,89.92,-0.185
150852,4697,15,3.633,89.72,-0.572
150864,4517,0,3.593,89.87,-0.393
150876,4555,11,3.537,89.67,-0.588
150888,4835,80,3.630,89.82,-0.214
150900,4655,0,3.518,89.97,-0.410
150912,4475,0,3.351,89.97,-0.506
150924,4295,0,3.350,89.97,-0.413
150936,4575,80,3.536,89.77,-0.040
150948,4395,0,3.492,89.77,-0.558
150960,4215,0,3.356,89.77,-0.414
150972,4035,0,3.228,89.77,-0.461
150984,4273,68,3.382,89.77,-0.077
150996,4093,0,3.281,89.77,-0.415
151008,3913,0,3.154,89.77,-0.497
151020,4074,46,3.283,89.77,-0.110
151032,4204,73,3.379,89.77,0.252
151044,4024,0,3.219,89.77,-0.414
151056,3844,0,3.054,89.77,-0.471
151068,3882,11,3.163,89.77,-0.570
151080,3903,6,3.171,89.77,-0.522
151092,3723,0,3.039,89.77,-0.502
151104,3543,0,2.917,89.77,-0.423
151116,3582,11,3.005,89.77,-0.482
151128,3603,6,2.992,89.77,-0.522
151140,3778,50,3.062,89.77,-0.149
151152,3823,13,3.074,89.77,-0.513
151164,3830,2,3.180,89.77,-0.410
151176,4089,74,3.287,89.77,-0.044
151188,3909,0,3.081,89.77,-0.447
151200,3729,0,3.051,89.77,-0.578
151212,3771,12,3.134,89.77,-0.480
151224,3591,0,2.973,89.77,-0.444
151236,3784,55,3.089,89.77,-0.064
151248,3842,44,3.095,89.77,0.184
151260,3877,10,3.253,89.77,-0.531
151272,3922,13,3.223,89.77,-0.436
151284,4160,68,3.353,89.77,-0.097
151296,4209,14,3.198,89.77,-0.601
151308,4241,9,3.406,89.77,-0.427
151320,4307,19,3.384,89.77,-0.549
151332,4311,1,3.369,89.77,-0.532
151344,4131,0,3.272,89.77,-0.606
151356,4145,4,3.299,89.77,-0.480
151368,4190,13,3.304,89.77,-0.479
151380,4246,16,3.322,89.77,-0.462
151392,4498,72,3.510,89.77,-0.120
151404,4637,76,3.577,89.92,0.280
151416,4693,16,3.593,89.72,-0.422
151428,4934,69,3.714,89.87,-0.066
151440,5125,88,3.882,89.67,0.304
151452,4945,0,3.728,89.82,-0.577
151464,5270,93,3.862,89.97,-0.216
151476,5090,0,3.755,89.77,-0.568
151488,5094,1,3.864,89.92,-0.590
151500,5104,3,3.758,89.72,-0.559
151512,5115,3,3.904,89.87,-0.436
151524,4935,0,3.671,89.67,-0.494
151536,4755,0,3.687,89.82,-0.441
151548,4575,0,3.604,89.97,-0.520
151560,4711,39,3.619,89.77,-0.155
151572,4750,11,3.581,89.92,-0.551
151584,4949,57,3.737,89.72,-0.184
151596,4998,14,3.855,89.87,-0.442
151608,4818,0,3.713,89.67,-0.412
151620,4990,49,3.755,89.82,-0.030
151632,5039,14,3.819,89.97,-0.472
151644,5053,4,3.873,89.77,-0.477
151656,5193,40,3.813,89.92,-0.107
151668,5200,2,3.933,89.72,-0.502
151680,5455,73,4.041,89.87,-0.129
151692,5494,11,4.081,89.67,-0.581
151704,5529,10,4.091,89.82,-0.590
151716,5585,16,4.078,89.97,-0.528
151728,5630,13,4.136,89.77,-0.518
151740,5450,0,4.037,89.92,-0.551
151752,5270,0,3.989,89.72,-0.465
151764,5302,9,3.914,89.87,-0.409
151776,5337,10,3.913,89.67,-0.396
151788,5157,0,3.849,89.82,-0.467
151800,5461,87,4.007,89.97,-0.111
151812,5517,16,4.041,89.77,-0.523
151824,5337,0,3.927,89.92,-0.541
151836,5383,13,3.916,89.72,-0.473
151848,5203,0,3.907,89.87,-0.471
151860,5220,5,3.918,89.67,-0.543
151872,5245,7,3.923,89.82,-0.441
151884,5065,0,3.814,89.97,-0.596
151896,5306,69,3.973,89.77,-0.211
151908,5355,46,4.025,89.92,0.139
151920,5682,90,4.239,89.72,0.524
151932,5724,12,4.189,89.87,-0.426
151944,5735,3,4.168,89.67,-0.598
151956,5555,0,4.056,89.82,-0.532
151968,5817,75,4.197,89.97,-0.173
151980,5637,0,4.146,89.77,-0.497
151992,5662,7,4.091,89.92,-0.564
152004,5697,10,4.207,89.72,-0.504
152016,5517,0,4.074,89.87,-0.477
152028,5562,13,4.143,89.67,-0.438
152040,5692,37,4.220,89.82,-0.070
152052,5512,0,4.071,89.97,-0.438
152064,5802,83,4.206,89.77,-0.076
152076,5841,11,4.215,89.92,-0.491
152088,5872,9,4.242,89.72,-0.547
152100,5876,1,4.320,89.87,-0.419
152112,5883,2,4.276,89.67,-0.513
152124,5703,0,4.140,89.82,-0.565
152136,5523,0,4.017,89.97,-0.558
152148,5586,18,4.159,89.77,-0.557
152160,5406,0,4.032,89.92,-0.499
152172,5539,38,4.145,89.72,-0.134
152184,5650,65,4.198,89.87,0.237
152196,5951,70,4.281,89.67,0.607
152208,5958,2,4.256,89.82,-0.402
152220,5778,0,4.210,89.97,-0.464
152232,5598,0,4.082,89.77,-0.513
152244,5615,5,4.180,89.92,-0.577
152256,5647,9,4.066,89.72,-0.431
152268,5923,79,4.245,89.87,-0.074
152280,5986,18,4.337,89.67,-0.574
152292,6126,40,4.453,89.82,-0.226
152304,6183,54,4.408,89.97,0.158
152316,6003,0,4.349,89.77,-0.432
152328,6133,37,4.367,89.92,-0.048
152340,5953,0,4.269,89.72,-0.481
152352,6184,66,4.413,89.87,-0.105
152364,6254,38,4.528,89.67,0.285
152376,6074,0,4.372,89.82,-0.503
152388,6235,46,4.468,89.97,-0.145
152400,6339,64,4.488,89.77,0.226
152412,6159,0,4.491,89.92,-0.477
152424,6177,5,4.513,89.72,-0.609
152436,5997,0,4.371,89.87,-0.533
152448,5817,0,4.264,89.67,-0.493
152460,5855,11,4.256,89.82,-0.494
152472,5675,0,4.218,89.97,-0.564
152484,5495,0,4.080,89.77,-0.531
152496,5544,14,4.054,89.92,-0.585
152508,5364,0,3.967,89.72,-0.431
152520,5184,0,3.853,89.87,-0.555
152532,5004,0,3.822,89.67,-0.544
152544,5057,15,3.842,89.82,-0.558
152556,4877,0,3.791,89.97,-0.514
152568,5020,41,3.803,89.77,-0.158
152580,5024,1,3.835,89.92,-0.528
152592,5052,8,3.821,89.72,-0.571
152604,5227,50,3.981,89.87,-0.191
152616,5272,13,3.918,89.67,-0.465
152628,5489,62,3.948,89.82,-0.077
152640,5309,0,3.935,89.97,-0.423
152652,5376,19,4.010,89.77,-0.531
152664,5383,2,4.036,89.92,-0.571
152676,5203,0,3.867,89.72,-0.445
152688,5315,32,3.996,89.87,-0.059
152700,5346,9,3.977,89.67,-0.581
152712,5364,5,3.938,89.82,-0.508
152724,5665,86,4.169,89.97,-0.116
152736,5675,3,4.165,89.77,-0.433
152748,5742,19,4.163,89.92,-0.429
152760,5562,0,3.995,89.72,-0.609
152772,5590,8,4.049,89.87,-0.405
152784,5768,51,4.205,89.67,-0.061
152796,5588,0,4.050,89.82,-0.561
152808,5714,36,4.241,89.97,-0.193
152820,5778,57,4.174,89.77,0.168
152832,5845,19,4.226,89.92,-0.481
152844,5869,7,4.277,89.72,-0.529
152856,6146,79,4.485,89.87,-0.157
152868,5966,0,4.282,89.67,-0.508
152880,5786,0,4.385,89.82,-0.442
152892,5796,3,4.195,89.97,-0.468
152904,6108,89,4.326,89.77,-0.110
152916,6273,87,4.433,89.92,0.269
152928,6093,0,4.384,89.72,-0.415
152940,6121,8,4.341,89.87,-0.611
152952,6390,77,4.625,89.67,-0.220
152964,6210,0,4.460,89.82,-0.583
152976,6371,46,4.581,89.97,-0.220
152988,6413,12,4.571,89.77,-0.567
153000,6476,18,4.596,89.92,-0.558
153012,6296,0,4.521,89.72,-0.595
153024,6116,0,4.392,89.87,-0.558
153036,5936,0,4.349,89.67,-0.480
153048,5989,15,4.363,89.82,-0.471
153060,6031,12,4.343,89.97,-0.604
